userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,category,a_Pi
dana-brandon-kreiss,nichelle-stephens,281,16,7.987529230916714,0.12746876156264694,3,1,7.987529230916714,0.12746876156264694,5.586285640483647,0.46142426772340794,5.586285640483647,0.46142426772340794,5.626118068834701,0.456617388585271,0.051490514905149054,0.051490514905149054,non-social co-location network,0.38054094143480416
daniel-mcg,victor-castro,284,40,7.905009968768805,0.1763170168934854,2,1,7.905009968768805,0.1763170168934854,5.0366914283552715,0.5397905564608121,5.0366914283552715,0.5397905564608121,5.090859450348665,0.5337678662721347,0.058956916099773236,0.058956916099773236,non-social co-location network,0.43735725768248923
daniel-newman,jana-trantow,928,202,8.692931013348465,0.11499761282785448,6,1,8.692931013348465,0.11499761282785448,6.2758925236542735,0.4274138905797292,6.2758925236542735,0.4274138905797292,6.358108791342149,0.4180619027117324,0.1122112211221122,0.1122112211221122,non-social co-location network,0.5101446967779046
danielle-eck,john-fayard,1234,153,7.239257516820862,0.10496874733813392,8,1,7.239257516820862,0.10496874733813392,5.2477642333211705,0.4355585866987006,5.2477642333211705,0.4355585866987006,5.002881994565367,0.469236728631259,0.0797872340425532,0.0797872340425532,non-social co-location network,0.5715227093888751
danielle-morrill,joel-franusic,369,60,7.815865573009459,0.13623111960825784,4,1,7.815865573009459,0.13623111960825784,5.642366382342904,0.44522856163420105,5.642366382342904,0.44522856163420105,5.778056870459088,0.4283027788777952,0.06567164179104477,0.06567164179104477,non-social co-location network,0.37922309772930446
darold-cuba,katie-smith-adair,311,26,8.120458007641105,0.16048883474444234,3,1,8.120458007641105,0.16048883474444234,4.102927088442588,0.645067958951054,4.102927088442588,0.645067958951054,4.129538031179373,0.6423439999012729,0.04132231404958678,0.04132231404958678,non-social co-location network,0.28555806434826836
darrell-whitelaw,marina-shchipanova,386,24,8.463003823900575,0.17234439403437454,3,1,8.463003823900575,0.17234439403437454,6.3665019195359775,0.4290113740818273,6.3665019195359775,0.4290113740818273,6.393828368676756,0.4259760383813493,0.03197674418604651,0.03197674418604651,non-social co-location network,0.5000868176990481
daryn-nakhuda,joe-whitmarsh,352,31,8.188239912145303,0.10969241279700978,5,1,8.188239912145303,0.10969241279700978,5.397412146140764,0.4908131504142896,5.397412146140764,0.4908131504142896,5.46666353700004,0.4827232684396399,0.05012531328320802,0.05012531328320802,non-social co-location network,0.4434012494249675
dave-edwards,christian-m,423,388,6.0490135804805485,0.3603893546385415,15,1,6.0490135804805485,0.3603893546385415,2.884886482741293,0.7418358144655616,2.884886482741293,0.7418358144655616,2.955926998230117,0.7343403084220553,0.01968503937007874,0.01968503937007874,non-social co-location network,0.5447806144281425
dave-kerpen,theresa-ganchorre,415,39,8.585874282984182,0.18864715753990988,3,1,8.585874282984182,0.18864715753990988,5.379316644461518,0.5487960989203354,5.379316644461518,0.5487960989203354,5.394697742850359,0.5472578521237357,0.017751479289940832,0.017751479289940832,non-social co-location network,0.4874538725375652
dave-s,seth-weisfeld,544,56,8.68228933877421,0.11767955661543235,7,1,8.68228933877421,0.11767955661543235,6.520507416194452,0.3999076136949962,6.520507416194452,0.3999076136949962,6.6349094208621935,0.3866395751422717,0.08210180623973727,0.08210180623973727,non-social co-location network,0.47089238251974597
dave-taylor,matt-galligan,1104,452,8.663079010886447,0.16004241262420296,5,1,8.663079010886447,0.16004241262420296,5.895274221524832,0.4878125804416104,5.895274221524832,0.4878125804416104,6.023045921865716,0.4742903544421481,0.11390728476821192,0.11390728476821192,non-social co-location network,0.4349859817879869
dave-weinberg,nathan-bergey,310,5,8.230500786722562,0.0721632365879719,3,1,8.230500786722562,0.0721632365879719,5.046860140326039,0.5219137033931613,5.046860140326039,0.5219137033931613,5.051294482701855,0.5213976413686844,0.02253521126760564,0.02253521126760564,non-social co-location network,0.41653400545418007
david-berkowitz,barry-joseph,369,106,8.070955509776354,0.26468577189626097,4,1,8.070955509776354,0.26468577189626097,6.594117454293237,0.4301947033268988,6.594117454293237,0.4301947033268988,6.682174619669831,0.4208361593764908,0.018498367791077257,0.018498367791077257,non-social co-location network,0.431056242412309
david-fraga,darrell-silver,274,22,7.759331121315792,0.13610262830997275,4,1,7.759331121315791,0.13610262830997275,6.123082330823183,0.3789163146534224,6.123082330823183,0.3789163146534224,6.319202627715025,0.352849807842514,0.06875,0.06875,non-social co-location network,0.286315946640426
david-klein,liz-fischbeck,783,353,7.826898718583813,0.2295162254982277,11,1,7.826898718583812,0.2295162254982277,5.477448719593546,0.5106122999066119,5.477448719593546,0.5106122999066119,5.611387649367223,0.4960042438375623,0.0984182776801406,0.0984182776801406,non-social co-location network,0.5635811393805052
david-laster,sam-rosen,334,56,8.115884874117777,0.2288071245178631,3,1,8.115884874117777,0.2288071245178631,5.7193712776153065,0.5041411329576068,5.7193712776153065,0.5041411329576068,5.781747898276881,0.4975908018208777,0.028610354223433238,0.028610354223433238,non-social co-location network,0.4785256783071927
david-rosen,joseph-hanko,654,258,9.057564442703024,0.12296396954087112,15,1,9.057564442703024,0.12296396954087112,4.8718005560037465,0.5985282108626889,4.8718005560037465,0.5985282108626889,4.915828221291251,0.5942443309902902,0.052318668252080855,0.052318668252080855,non-social co-location network,0.6488875313434103
dean-faustman,dan-dofter,1308,210,8.909480933496358,0.025222318512284184,5,1,8.909480933496358,0.025222318512284184,5.757728208549473,0.46903739799393795,5.757728208549473,0.46903739799393795,5.913700619478584,0.4511815116466234,0.2055888223552894,0.2055888223552894,non-social co-location network,0.4758695397804501
dennis-mykytyn,techgurujeff,344,59,8.115351921351612,0.16650420890435666,8,1,8.115351921351612,0.16650420890435666,5.4985678357548915,0.4977636465943245,5.4985678357548915,0.4977636465943245,5.531418093214616,0.4940864829137289,0.004016064257028112,0.004016064257028112,non-social co-location network,0.554736702641685
dennis-yang,bob-buch,594,132,8.624173500254575,0.2196305289935485,6,1,8.624173500254575,0.2196305289935485,7.264438412109247,0.3738048034036099,7.264438412109247,0.3738048034036099,7.436385234442499,0.3552686644527035,0.049907578558225515,0.049907578558225515,non-social co-location network,0.414177124642553
dens,jason-liszka,561,157,8.269220653258865,0.2130566365475369,24,1,8.269220653258865,0.2130566365475369,6.395134876681628,0.43425345648178204,6.395134876681628,0.43425345648178204,6.561792398318393,0.4159855681617881,0.11390728476821192,0.11390728476821192,non-social co-location network,0.3627582655931004
desmond-yuen,nick-dilallo,252,144,7.273514510116702,0.18645447255737968,19,1,7.273514510116703,0.18645447255737968,3.599154626771889,0.6683121598226515,3.599154626771889,0.6683121598226515,3.654520562277074,0.6622134973148037,0.03296703296703297,0.03296703296703297,non-social co-location network,0.5416548160695367
devin-brown,ryan-hinricher,676,96,8.812558428535711,0.12753672780508346,7,1,8.812558428535711,0.12753672780508346,6.575766259014933,0.4086379805778173,6.575766259014933,0.4086379805778173,6.668612452304027,0.3982119352634921,0.07042253521126761,0.07042253521126761,non-social co-location network,0.529505303169903
devin-reams,chris-hutchins,387,59,8.154438867043106,0.07005845431609516,7,1,8.154438867043106,0.07005845431609516,4.860257014787334,0.5385631062130679,4.860257014787334,0.5385631062130679,4.9244166718619455,0.5310820843381574,0.08708708708708708,0.08708708708708708,non-social co-location network,0.344753639880614
dhawal-damania,erica-ayotte,253,27,8.20987136998855,0.21920413847451006,4,1,8.20987136998855,0.21920413847451006,5.920881513607918,0.4842734096479742,5.920881513607918,0.4842734096479742,5.941532177924888,0.4820872131291721,0.009370816599732264,0.009370816599732264,non-social co-location network,0.3584872273473818
dima-martirosyan,chris-gee,479,38,8.620033263405661,0.04914332218497505,9,1,8.620033263405661,0.04914332218497505,5.761965775417049,0.4562740237183841,5.761965775417049,0.4562740237183841,5.785599480028037,0.4534959164953175,0.004576659038901603,0.004576659038901603,non-social co-location network,0.6332250500095329
dina-fierro,sarah-conley,1666,362,7.976437476380447,0.2015812433718841,130,1,7.976437476380447,0.2015812433718841,6.2042063626954995,0.4252009564508173,6.2042063626954995,0.4252009564508173,6.418183111916697,0.4002420485016905,0.3149171270718232,0.3149171270718232,non-social co-location network,0.5406258785683896
dishan-wijesinghe,marie-ainey,310,117,7.488579290077226,0.1744461891353832,6,1,7.488579290077226,0.1744461891353832,5.098846329217925,0.5038921584838333,5.098846329217925,0.5038921584838333,5.1941087093727765,0.4923469423039999,0.06493506493506493,0.06493506493506493,non-social co-location network,0.5013509307992354
dolapo-falola,ryan-king,1018,151,8.197562513427147,0.11144390140253928,4,1,8.197562513427147,0.11144390140253928,6.291668269187336,0.3843269467013381,6.291668269187336,0.3843269467013381,6.487549611813775,0.3595386206927305,0.16049382716049382,0.16049382716049382,non-social co-location network,0.42515811174930834
dominic-preuss,tim-kane,667,101,8.276864659091304,0.05059377681463029,4,1,8.276864659091304,0.05059377681463029,5.774075690538572,0.43093726473752864,5.774075690538572,0.43093726473752864,5.916385299085296,0.4130585864755032,0.1783625730994152,0.1783625730994152,non-social co-location network,0.34573089314736266
doug-jaeger,justin-moore,552,33,8.793791643198526,0.05873421881509355,4,1,8.793791643198526,0.05873421881509355,6.615417831859487,0.3706381062196616,6.615417831859487,0.3706381062196616,6.695144686445807,0.3609223879138604,0.06627680311890838,0.06627680311890838,non-social co-location network,0.4569968256490062
douglas-lin0,nick-vlku,906,93,9.27269023382303,0.08137707663157565,6,1,9.27269023382303,0.08137707663157565,6.641179890584469,0.4132226886916985,6.641179890584469,0.4132226886916985,6.7614939246370085,0.4000096716723194,0.034782608695652174,0.034782608695652174,non-social co-location network,0.5244275532224204
downtownrob-marlbrough,steve-e,366,43,8.188701872651473,0.14874875837777005,4,1,8.188701872651473,0.14874875837777005,6.186348274347518,0.4153844409069395,6.186348274347518,0.4153844409069395,6.274968041861153,0.4048122739440335,0.07068607068607069,0.07068607068607069,non-social co-location network,0.406463816576438
dre-labre,brian-tod,379,143,7.338466886208361,0.1819877059075304,12,1,7.338466886208361,0.18198770590753036,4.681372002260023,0.5466597302411792,4.681372002260023,0.5466597302411792,4.797965510165621,0.5327197498858374,0.07801418439716312,0.07801418439716312,non-social co-location network,0.6616865312020707
drew-matthews,tom-hadley3,484,206,8.143729492096782,0.08137406763051724,25,1,8.143729492096782,0.08137406763051724,3.747872924955888,0.6643062250642201,3.747872924955888,0.6643062250642201,3.7928274811269898,0.6595194050688942,0.0436046511627907,0.0436046511627907,non-social co-location network,0.6431755335276771
dustin-whittle,morgan-missentzis,501,37,8.670248923277741,0.05478243081092669,6,1,8.670248923277741,0.05478243081092669,5.335979163099961,0.5099503176681653,5.335979163099961,0.5099503176681653,5.3991920275873255,0.5028361738244016,0.060606060606060615,0.060606060606060615,non-social co-location network,0.38604147854540133
ed-costello,michael-connery,435,67,8.189357241968922,0.05174136863751394,7,1,8.189357241968922,0.05174136863751394,4.868846274330502,0.5349303446740146,4.868846274330502,0.5349303446740146,4.918898601828672,0.5290496474614939,0.018633540372670808,0.018633540372670808,non-social co-location network,0.6147565997077217
ed-palumbo,chris-hutchins,388,87,7.96852683605187,0.17351789039619414,9,1,7.96852683605187,0.17351789039619414,5.577377983655689,0.4818581072283864,5.577377983655689,0.4818581072283864,5.675807189471702,0.4705425819461879,0.03275109170305677,0.03275109170305677,non-social co-location network,0.344753639880614
ellen-chisa,lauren-bugeja,163,15,7.214963787474322,0.2658838610038066,7,1,7.214963787474322,0.2658838610038066,5.883128914288678,0.43674258379203335,5.883128914288678,0.43674258379203335,5.928227478563543,0.4313136345896916,0.01932367149758454,0.01932367149758454,non-social co-location network,0.3494719038609674
elysa-rice,mike-diliberto,555,12,9.028616513334624,0.056733591344303634,5,1,9.028616513334624,0.056733591344303634,6.370902290052644,0.4164422571440177,6.370902290052644,0.4164422571440177,6.393051778323069,0.4139091855568773,0.02809917355371901,0.02809917355371901,non-social co-location network,0.4400373581760418
emily-woolf,gardenia,300,182,7.2724681147166645,0.2961852425547784,12,1,7.272468114716665,0.2961852425547784,5.578441129466984,0.4961758406756456,5.578441129466984,0.4961758406756456,5.696854227632833,0.4830589602639481,0.05321100917431193,0.05321100917431193,non-social co-location network,0.45102299322761646
emilyspearl,michelle-shildkret,615,134,8.55747488471956,0.18583931747973367,8,1,8.55747488471956,0.18583931747973367,6.631248713243166,0.4148800072373751,6.631248713243166,0.4148800072373751,6.809563482299378,0.3952967748127576,0.09506172839506173,0.09506172839506173,non-social co-location network,0.3261645745757939
enia-titova,zach-brock,344,14,8.31247858531685,0.09988057324930352,3,1,8.31247858531685,0.09988057324930352,5.8491641432412145,0.44243637484440257,5.8491641432412145,0.44243637484440257,5.895079373384298,0.4369470860808669,0.035629453681710214,0.035629453681710214,non-social co-location network,0.4279658548536719
eric-andersen,marcus-andrews,185,27,8.155442988915958,0.2763001397091745,4,1,8.155442988915958,0.2763001397091745,5.305239748751343,0.572001475441758,5.305239748751343,0.572001475441758,5.313170521195959,0.5712469016611013,0.0283363802559415,0.0283363802559415,non-social co-location network,0.4843092348685078
eric-park,sung-ki-park,850,333,4.724398203376163,0.4011651604038193,13,1,4.724398203376163,0.40116516040381933,3.4608334537460657,0.6024539202291119,3.4608334537460657,0.6024539202291119,3.3708373161133736,0.6154856646926695,0.10256410256410256,0.10256410256410256,non-social co-location network,0.6799380092477874
eric-petersen,jared-may,840,218,8.89943000290998,0.12185920472739732,9,1,8.89943000290998,0.12185920472739732,5.847183433034622,0.4911132510374018,5.847183433034622,0.4911132510374018,5.949769411104626,0.4802493894799513,0.13956639566395665,0.13956639566395665,non-social co-location network,0.4963874588867027
erin-gleason,dens,1505,247,8.810420395745577,0.08250926678956863,17,1,8.810420395745577,0.08250926678956863,6.225122600451963,0.4275905498131479,6.225122600451963,0.4275905498131479,6.434748845979729,0.4033907327849764,0.15761821366024514,0.15761821366024514,non-social co-location network,0.41598556816178806
ernie-hsiung,zach-brock,344,54,7.7980793533086565,0.19163957423082106,4,1,7.798079353308656,0.19163957423082106,6.736797436221986,0.3373596711718432,6.736797436221986,0.3373596711718432,6.930945840578684,0.3122064671098663,0.06605922551252848,0.06605922551252848,non-social co-location network,0.4279658548536719
esther-assaad,chrys-bader,625,1003,6.512575683316414,0.4136765545034642,143,1,6.512575683316414,0.4136765545034642,5.085688226984729,0.5658108121703216,5.085688226984729,0.5658108121703216,5.3639246780313785,0.5372364183147703,0.18705035971223025,0.18705035971223025,non-social co-location network,0.556423538463357
eugene-donca-mollino,callorus,997,1023,5.458328599670246,0.30602543374741914,74,1,5.458328599670245,0.30602543374741914,2.492611608789209,0.7456959386884175,2.492611608789209,0.7456959386884175,2.5212493594262084,0.742170696442149,0.07216494845360824,0.07216494845360824,non-social co-location network,0.8649982760991062
fakery99,junji-yumoto,1000,293,6.103383761638288,0.2701700100336797,19,1,6.1033837616382876,0.2701700100336797,3.935168691030537,0.5896389275235749,3.935168691030537,0.5896389275235749,3.7926032020809335,0.607946524109933,0.14093959731543626,0.14093959731543626,non-social co-location network,0.8117345549815099
fazz0611,826,1193,254,6.40276642293848,0.2406795090064501,7,1,6.40276642293848,0.2406795090064501,4.876729525075231,0.4747114183369636,4.876729525075231,0.4747114183369636,4.66874065020854,0.5031262486646743,0.16666666666666666,0.16666666666666666,non-social co-location network,0.7339327027688665
fernando-maclen,ben-malbon,233,24,7.6237524281298175,0.158232781909214,5,1,7.6237524281298175,0.158232781909214,5.050494438874893,0.5124248173716184,5.050494438874893,0.5124248173716184,5.097343430165289,0.5068234742636719,0.025157232704402517,0.025157232704402517,non-social co-location network,0.33924354652724364
florian-fangohr,hung-truong,441,18,8.611633284047636,0.06015805349670673,8,1,8.611633284047636,0.06015805349670673,6.125650314459604,0.41613714686879133,6.125650314459604,0.41613714686879133,6.179599163265551,0.4096419007021341,0.024390243902439025,0.024390243902439025,non-social co-location network,0.4487397746740592
florian-seroussi,chris-hutchins,388,23,8.465081216167833,0.1959383593759702,4,1,8.465081216167833,0.1959383593759702,6.99846417136595,0.3728782031675273,6.99846417136595,0.3728782031675273,7.069036687884829,0.3649179173075245,0.01752190237797246,0.01752190237797246,non-social co-location network,0.344753639880614
foughtthebattle,oscar-trelles,888,211,8.639878577076434,0.12334616757060628,6,1,8.639878577076434,0.12334616757060628,5.71721859941832,0.4894877167643958,5.71721859941832,0.4894877167643958,5.799015563360981,0.48055237370783,0.0429042904290429,0.0429042904290429,non-social co-location network,0.6218107451616149
fox-woods,tom-a2,230,12,7.672427770408838,0.12203129939350385,3,1,7.672427770408838,0.12203129939350385,5.840064220800503,0.4011203676003573,5.840064220800503,0.4011203676003573,5.910932829063352,0.3916997184534263,0.04270462633451957,0.04270462633451957,non-social co-location network,0.3806777079754736
frank-bovenkerk,mtths,839,842,5.878514935568595,0.3825199913857505,55,1,5.878514935568595,0.3825199913857505,2.919533496057779,0.7377094135702865,2.919533496057779,0.7377094135702865,2.985353951965,0.7307308465917643,0.047808764940239036,0.047808764940239036,non-social co-location network,0.6628396938395469
fumon-masahiro,nob-seki,614,178,6.031076241376039,0.21078330110545648,8,1,6.031076241376039,0.21078330110545648,4.210515659402414,0.5206660379327263,4.210515659402414,0.5206660379327263,4.053298311056248,0.5434979333316267,0.18095238095238092,0.18095238095238092,non-social co-location network,0.5437132226804289
fwkw3521,nantan,1012,1099,3.7136736097862832,0.4659373230102871,59,1,3.7136736097862832,0.46593732301028706,1.4844124946976331,0.8351557638706225,1.4844124946976331,0.8351557638706225,1.4391155251397418,0.8412273064862659,0.14285714285714285,0.14285714285714285,non-social co-location network,0.7414913565813104
gavin-becker,noah-mittman,438,52,8.30194879317707,0.07830557393653413,4,1,8.30194879317707,0.07830557393653413,5.636657925817737,0.458865139808419,5.636657925817737,0.458865139808419,5.6936411342013935,0.4520158652709327,0.031331592689295036,0.031331592689295036,non-social co-location network,0.5231136681270054
gcellz-guerrero,gavin-becker,913,217,8.016685515191567,0.14123482471086188,9,1,8.016685515191567,0.14123482471086188,5.270165354197073,0.5063856780595336,5.270165354197073,0.5063856780595336,5.4244836774831855,0.4885171975286641,0.10669975186104218,0.10669975186104218,non-social co-location network,0.4520158652709327
geoff-wood,joel-franusic,369,38,8.360701851026791,0.12111303535625302,6,1,8.360701851026791,0.12111303535625302,4.957098093183198,0.5547530831934532,4.957098093183198,0.5547530831934532,4.9786689644843385,0.5524128236121166,0.018711018711018712,0.018711018711018712,non-social co-location network,0.37922309772930446
gerke-p,peter-beckers,647,477,7.8338927840821695,0.08190992857426724,16,1,7.833892784082169,0.08190992857426724,2.7733470364530133,0.7561669816545064,2.7733470364530133,0.7561669816545064,2.8240191324007435,0.7509430187291664,0.03296703296703297,0.03296703296703297,non-social co-location network,0.6725143872998023
gijsbregt-brouwer,frank-bovenkerk,954,210,8.243524354753712,0.023075868796387542,11,1,8.243524354753712,0.023075868796387542,5.114027432245792,0.5029011749077612,5.114027432245792,0.5029011749077612,5.089541661895651,0.5058507780437141,0.06752411575562701,0.06752411575562701,non-social co-location network,0.7307308465917643
golee,4280,1581,1681,5.189471588464983,0.4600963742036708,50,1,5.189471588464983,0.4600963742036708,2.7760222653581614,0.7475707947517799,2.7760222653581614,0.7475707947517799,2.7959757319337344,0.7454313231684947,0.1506849315068493,0.1506849315068493,non-social co-location network,0.8316431380348276
goryugo,uzu,236,191,4.445234778978024,0.3710080189346856,4,1,4.4452347789780235,0.3710080189346856,2.5063831842670603,0.7060730852289576,2.5063831842670603,0.7060730852289576,2.546364080676285,0.7001923196981404,0.125,0.125,non-social co-location network,0.7151314017892203
gotetsu,26,2187,752,7.161266583373848,0.22670393058424296,21,1,7.161266583373848,0.22670393058424296,4.756629917682834,0.5446212361721103,4.756629917682834,0.5446212361721103,4.583173164295702,0.564839417307183,0.15584415584415584,0.15584415584415584,non-social co-location network,0.73700163214678
grace-aldridge,noah-singer,476,54,8.530386686510804,0.12520565208884585,3,1,8.530386686510804,0.12520565208884585,6.147701773095538,0.4347849247316137,6.147701773095538,0.4347849247316137,6.231568835261176,0.4251699120720316,0.053475935828877004,0.053475935828877004,non-social co-location network,0.5535679005430432
grant-hutchins,davide-folletto-casali,164,10,7.228472144887942,0.18040088534902649,3,1,7.228472144887942,0.18040088534902646,4.316395272631846,0.5823998452507094,4.316395272631846,0.5823998452507094,4.339896850160597,0.5796219921778885,0.023529411764705882,0.023529411764705882,non-social co-location network,0.3799064922974917
greg-dean,rebecca-woodcock,229,28,7.667183642276634,0.19095482955683726,5,1,7.667183642276634,0.19095482955683726,5.347265471264612,0.4949258825613933,5.347265471264612,0.4949258825613933,5.384304517256748,0.490601704236736,0.0639386189258312,0.0639386189258312,non-social co-location network,0.3926719811642916
halle-tecco,sunil-raman,363,199,7.623814650184437,0.3089481123930585,5,1,7.623814650184437,0.3089481123930585,6.270457762878535,0.4584549036013292,6.270457762878535,0.4584549036013292,6.427067253075452,0.441887610600896,0.05950991831971995,0.05950991831971995,non-social co-location network,0.39168937548511584
hashem-bajwa,tom-a2,216,10,7.763766196247038,0.2092830935209566,4,1,7.763766196247038,0.2092830935209566,6.326351452083597,0.3968853692839528,6.326351452083597,0.3968853692839528,6.366662952613411,0.3920075300786828,0.02325581395348837,0.02325581395348837,non-social co-location network,0.3806777079754736
hawaii,kimberly-turner,333,22,8.293275459983187,0.19123280773441007,4,1,8.293275459983187,0.19123280773441007,5.437944281142799,0.5268368181312646,5.437944281142799,0.5268368181312646,5.457619282414132,0.5247728807452355,0.01943198804185351,0.01943198804185351,non-social co-location network,0.40689265006567293
heather-hynes,jennifer-escalona,299,10,8.073928650946312,0.08103559017489015,4,1,8.073928650946312,0.08103559017489015,5.716434561001741,0.4332249452780788,5.716434561001741,0.4332249452780788,5.748464960018213,0.4291933186615106,0.012269938650306749,0.012269938650306749,non-social co-location network,0.3740510241916255
heather-macdonald,tyler-hayes,329,23,8.074032536016812,0.09878634131842927,5,1,8.074032536016812,0.09878634131842927,5.832989239661579,0.4256756951072301,5.832989239661579,0.4256756951072301,5.90184823622583,0.4170525221171628,0.02005730659025788,0.02005730659025788,non-social co-location network,0.39228864641393624
heiko-hebig,davide-folletto-casali,164,6,7.312825244711592,0.21427904684804505,3,1,7.3128252447115925,0.21427904684804505,4.953456954257401,0.5264683584139612,4.953456954257401,0.5264683584139612,4.961468320112505,0.5255262113234612,0.018292682926829267,0.018292682926829267,non-social co-location network,0.3799064922974917
henry-balanon,adam-kresch,326,26,7.963857707404822,0.11445453827523908,5,1,7.963857707404822,0.11445453827523908,6.398419383621165,0.35059911734068466,6.398419383621165,0.35059911734068466,6.507262334740617,0.3360438778399685,0.06140350877192983,0.06140350877192983,non-social co-location network,0.4595015827480466
hillary-lannan,jonathan-liew,824,227,9.238490009727924,0.07983966711889626,7,1,9.238490009727924,0.07983966711889626,4.561392840141396,0.6244584584413403,4.561392840141396,0.6244584584413403,4.589382881449152,0.6217485905083459,0.06418485237483952,0.06418485237483952,non-social co-location network,0.6185540119937044
hironao,atknktn,1334,394,4.342855933085622,0.3882179537477505,22,1,4.342855933085622,0.3882179537477505,2.8077424735812015,0.6592416392648813,2.8077424735812015,0.6592416392648813,2.4972245749961237,0.7060788262276959,0.425531914893617,0.425531914893617,non-social co-location network,0.817057057898805
hiroyuki-hirakoba,zuntsuku,189,88,5.805024633885258,0.29165559262052154,3,1,5.805024633885258,0.29165559262052154,4.5085022121487635,0.4963178315184227,4.5085022121487635,0.4963178315184227,4.640254035556281,0.4771937851421628,0.0873015873015873,0.0873015873015873,non-social co-location network,0.679748370780822
hosung-son,yuina-azu,808,154,5.420705590034483,0.2067902696586962,5,1,5.420705590034483,0.2067902696586962,3.622781427738041,0.5545242580063101,3.622781427738041,0.5545242580063101,3.264226540071536,0.6106500171850018,0.16393442622950818,0.16393442622950818,non-social co-location network,0.7385309267939337
hung-truong,ben-malbon,233,19,7.539361064766386,0.029127833578280745,4,1,7.5393610647663865,0.029127833578280745,5.102497716545101,0.4573540223666879,5.102497716545101,0.4573540223666879,5.1653652891878234,0.4487397746740592,0.03664921465968586,0.03664921465968586,non-social co-location network,0.33924354652724364
hyungtak-kim,alicia-wong,1241,142,8.2971316188298,0.08463910767186329,6,1,8.2971316188298,0.08463910767186329,5.94911449169569,0.4230170785223426,5.94911449169569,0.4230170785223426,6.3106602826538625,0.3779640500315926,0.2608695652173913,0.2608695652173913,non-social co-location network,0.5447163119705101
hyunwoo-yi,sutae-kim,704,1580,3.614338948536816,0.6170350125398782,70,1,3.6143389485368163,0.6170350125398782,1.834623337470587,0.8301417489061886,1.834623337470587,0.8301417489061886,1.871148054892617,0.8261714885485871,0.17073170731707318,0.17073170731707318,non-social co-location network,0.7270133213667243
iamkhayyam,jessica-murray,999,32,9.822120123916699,0.07295742763612524,10,1,9.822120123916699,0.07295742763612524,6.986554443024333,0.4101255650605212,6.986554443024333,0.4101255650605212,7.023090888431388,0.4063405620192837,0.01797945205479452,0.01797945205479452,non-social co-location network,0.45386622805335597
iboncool,k000001,241,278,5.690886068076497,0.3128479081064036,4,1,5.690886068076497,0.3128479081064036,3.522142563571023,0.6313063496546557,3.522142563571023,0.6313063496546557,3.621428987036004,0.6184345654049745,0.05511811023622047,0.05511811023622047,non-social co-location network,0.6269613724733313
idan-cohen,matthew-rothenberg,193,8,7.496044884413882,0.18771592768239065,4,1,7.496044884413882,0.18771592768239065,5.867289982099964,0.4160932913255921,5.867289982099964,0.4160932913255921,5.902494293477746,0.4116192433517649,0.02710843373493976,0.02710843373493976,non-social co-location network,0.4432453614721546
indira-vaidy,seth-weisfeld,544,83,8.333203425426559,0.1662953483970111,7,1,8.333203425426559,0.1662953483970111,6.981617452644696,0.3431745472578924,6.981617452644696,0.3431745472578924,7.230763907000532,0.3127211765339518,0.10906040268456377,0.10906040268456377,non-social co-location network,0.47089238251974597
irene-tien,simon-metz,227,130,7.0241420966380606,0.3108337037963142,11,1,7.0241420966380606,0.3108337037963142,5.378864346727519,0.5076869515002911,5.378864346727519,0.5076869515002911,5.48589750738124,0.4956668248085225,0.020964360587002098,0.020964360587002098,non-social co-location network,0.5664658169430795
itsia-lee,wungjae-hyun,960,303,5.8820106511608525,0.10914489836736674,7,1,5.8820106511608525,0.10914489836736674,2.60457510532734,0.7123175052285545,2.60457510532734,0.7123175052285545,2.3469473951897286,0.7467742155990529,0.3283582089552239,0.3283582089552239,non-social co-location network,0.7206100629347713
j-allen,jim-hord,578,308,6.6293725374740005,0.3298618887573324,12,1,6.6293725374740005,0.3298618887573324,5.127474815617238,0.5158938770230996,5.127474815617238,0.5158938770230996,5.240815852142485,0.502685652419219,0.032432432432432434,0.032432432432432434,non-social co-location network,0.6933768388046294
jae-r,peter-lee20,468,69,8.614060211354236,0.2416706696238131,2,1,8.614060211354236,0.2416706696238131,7.380636399045295,0.3766498796718656,7.380636399045295,0.3766498796718656,7.475422951463115,0.3667243559833603,0.0220820189274448,0.0220820189274448,non-social co-location network,0.4848849046492886
jaime-punishill,sean-lodge,1526,476,8.285295078730238,0.1573781305880259,38,1,8.285295078730238,0.1573781305880259,4.721507187258808,0.5880068986994915,4.721507187258808,0.5880068986994915,4.750134758526396,0.5850223091568202,0.040366972477064215,0.040366972477064215,non-social co-location network,0.6455135269427911
jake-dwyer,seth-weisfeld,544,71,8.45552370145722,0.12453357151665,4,1,8.45552370145722,0.12453357151665,6.300733510105557,0.4110249244729629,6.300733510105557,0.4110249244729629,6.4897752196528975,0.3886608190287285,0.07210626185958255,0.07210626185958255,non-social co-location network,0.47089238251974597
jake-furst,chase-farnum,571,43,8.803876631753685,0.02620308497689416,7,1,8.803876631753685,0.02620308497689416,5.873365531393867,0.4491839053945611,5.873365531393867,0.4491839053945611,5.9194615601578935,0.44379324676252174,0.027896995708154508,0.027896995708154508,non-social co-location network,0.5619121256273095
